date,item,exp,type,integrated_category
2023-08-09,디에이테크놀러지,5500이상은 돌파 할거같다,효자종목,2_b
2023-08-09,우원개발,분할매수 하신분들이 좋은 성적,효자종목,25
2023-08-09,라파스,"계속 좋은 성적을 내고있다, 35000 언저리 까지는 계속 기회를 줄거 같다 생각",효자종목,1_d
2023-08-09,압타머사이언스,장대양봉뒤 눌렸는데 분할매수 하신분들이 좋은 결과,효자종목,25
2023-08-09,현대바이오,바닥에서 슈팅이 나옴 32500까지는 순항하지 않을까 생각,효자종목,2_b
2023-08-09,에쓰씨엔지니어링,바닥에서 다시 턴어라운다 하고있다 돌파가 멀지않아 보인다,효자종목,2_z
2023-08-09,에스유홀딩스,딩동 돌파 연습으로 좋은 종목이다,효자종목,27
2023-08-09,LS전선아시아,바겐세일 참여 하신분들이 좋은 결과,효자종목,25
2023-08-09,코쿰,분할매수의 성공이다,효자종목,25
2023-08-09,제이스코홀딩스,슬슬 움직이지 않을까 생각,효자종목,11_c
2023-08-09,카이노스메드,진입하신분들이 좋은 결과,효자종목,25
2023-08-09,세하,분할매수의 승리,효자종목,25
2023-08-09,일동홀딩스,계속 먹또먹 선사,효자종목,9
2023-08-09,한국비앤씨,저점에서 턴어라운드,효자종목,10_b
2023-08-09,에이프로젠,저점에서 턴어라운드,효자종목,10_b
2023-08-09,에이프로젠H&G,저점에서 턴어라운드,효자종목,10_b
2023-08-09,코멕스,분할매수가 좋은 결과,효자종목,25
2023-08-09,나노엔텍,분할매수 좋은 결과,효자종목,25
2023-08-09,네오이뮨텍,"싸도 너무 싸다, 새로운 세력이 진입 하고 있는거 같다",효자종목,100
2023-08-09,뉴보텍,다시 동전주 복귀를 알리고있다,효자종목,100
2023-08-09,센코,계속해서 3000이 견고한 바닥이다 알리고 있다,효자종목,21
2023-08-09,러셀,3500이 나의 바닥이다 알려주고 있다,효자종목,21
2023-08-09,이엠넷,거래량이 붙으면서 올라오는거 같다,효자종목,12_b
2023-08-09,휴온스,"전일 대비 많은 거래량이 나왔다, 아름다운 기간 조정이다",사위일체,18
2023-08-09,코오롱인더,"곧 슈팅이 나올때가 멀지 않았다 생각 55000을 넘으면 60000을 향해 가지 않을까 생각, 기간조정과 가격조정을 받은 상황이다",사위일체,2_z
2023-08-08,우리로,상한가를 들락날락 하고있다,저점장대양봉,16
2023-08-08,카프로,관리종목이다,저점장대양봉,100
2023-08-08,광무,계속해서 좋은 실적을 보여주고있다,저점장대양봉,25
2023-08-08,비츠로테크,"긴꼬리를 달고있다, 조금더 기회를 주지 않을까 생각",저점장대양봉,1_z
2023-08-08,손오공,상승제로 돌아간거 같다,저점장대양봉,11_a
2023-08-08,KEC,지지가 무너지고 많이 내려옴,저점장대양봉,100
2023-08-08,대한항공,너무 무거운 종목이라 수익성과 회전성이 떨어진다,저점장대양봉,100
2023-08-08,하이로닉,10000넘으면 다중봉 다중턱이 기다리고 있다,저점장대양봉,31
2023-08-08,랩지노믹스,5000넘으면 다중봉 다중턱이 기다리고 있다,저점장대양봉,31
2023-08-08,딥노이드,이제는 조심 해야한다,저점장대양봉,100
2023-08-08,인지컨트롤스,갑자기 폭락 하고있다,저점장대양봉,100
2023-08-08,엑스게이트,신규 상장주라 조심 해야한다,저점장대양봉,100
2023-08-08,웰크론한텍,다른건 다 좋은데 월봉이 살짝 높아보인다,저점장대양봉,100
2023-08-08,디에이테크놀러지,저점에서 돌고 있어서 혹시라도 무너지면 좋을까 생각,저점장대양봉,15_b
2023-08-08,서암기계공업,긴꼬리 달았지만 바닥이라 기회를 더 줄거같다,저점장대양봉,1_z
2023-08-08,티플랙스,아직 우리에게 좋은 기회를 계속 주고있다(분할매수),효자종목,21
2023-08-08,아모텍,느낌과 촉이 안좋다,효자종목,100
2023-08-08,인지컨트롤스,12500 넘지 못하고 음봉이 생겼다 조금 조심 해야한다,효자종목,100
2023-08-08,웰크론한텍,바닥에서 턴어라운드 하는데 월봉이 살짝 높은게 맘에 걸린다,효자종목,100
2023-08-08,국일신동,갭상승 장대음봉,효자종목,100
2023-08-08,비츠로테크,눌렸지만 다시 올라가는 상황이고 한번 반등하면 11000이상 찍고 내려오는 성질이 있다,효자종목,12_b
2023-08-08,덕성,앞폭탄 수준을 지나고 갭상승 장대음봉이 나와서 조금 아닌거 같다,효자종목,100
2023-08-08,상보,1600까지 떨어질때까지 기다리면 좋지 않을까 생각,효자종목,100
2023-08-08,현대퓨쳐넷,분할매수 해서 잘 한거같음,효자종목,25
2023-08-08,나노씨엠에스,세력의 평단가가 높아진거 같음,효자종목,5
2023-08-08,서암기계공업,바닥에서 턴어라운드 했음,효자종목,10_b
2023-08-08,포인트엔지니어링,분할매수 하신분들이 이익,효자종목,25
2023-08-08,나라셀라,들어가신 분들이 이익,효자종목,25
2023-08-08,텔레필드,"600일 최대거래량 음봉을 만들고 있다, 기술적으로 보면 괜찮지 않을까 생각",효자종목,20
2023-08-08,라파스,계속해서 먹또먹을 많이 주고있고 앞으로도 계속 줄거라 생각,효자종목,9
2023-08-08,네오크레마,음봉이 생겼지만 세력이 나간 음봉이 아니라 앞으로도 기회는 계속 될거라 생각,효자종목,1_d
2023-08-08,하이로닉,저점을 높이면 올라가고 있는데 신경을 써야한다,효자종목,24
2023-08-08,우리로,"믿을수 있는건 대량 거래량, 상한가가 들락날락 하는데 막판에 무너졌으면 어떨까 생각",효자종목,15_b
2023-08-08,성신양회,흐름으로 볼때 12000으로 갈 수 있다 생각,효자종목,1_b
2023-08-08,엘티씨,긴꼬리를 달며 올라갔는데 먹또먹을 선사 할거 같다,효자종목,9
2023-08-08,프로이천,"계속해서 저점을 높이며 올라간다, 장기 베스트 효자종목",효자종목,11_a
2023-08-08,전진바이오,살금살금 올라갈거라 생각,효자종목,11_c
2023-08-08,케이씨에스,체면을 많이 세워줌,효자종목,100
2023-08-08,태평양물산,1500판바닥이다 턴어라운드 하며 2000으로 갈거라 생각,효자종목,1_b
2023-08-08,휴엠앤씨,세력을 만나면 고맙다 함,효자종목,25
2023-08-08,자연과환경,엄청나게 눌렸다 턴어라운드 하며 2차3차 한게 속속 돌아오고 있다,효자종목,10_b
2023-08-07,서원,테마 관련주,저점장대양봉,100
2023-08-07,파워로직스,테마 관련주,저점장대양봉,100
2023-08-07,엘컴텍,익절파티반 종목이었는데 잘 가고있어 고맙다,저점장대양봉,25
2023-08-07,상보,기회는 계속 될거 같다,저점장대양봉,1_d
2023-08-07,부방,익절파티반 종목이다,저점장대양봉,100
2023-08-07,시큐센,익절파티반 종목이다,저점장대양봉,100
2023-08-07,진원생명과학,폭등해도 결국 원위치,저점장대양봉,100
2023-08-07,비츠로테크,"분할매수, 기회는 계속",저점장대양봉,21
2023-08-07,SK하이닉스,너무 무거운 종목이라 적절하지 않다,저점장대양봉,100
2023-08-07,나노브릭,"계속 먹또먹 선사, 3500이상 조심 해야한다",저점장대양봉,31
2023-08-07,유비온,전설의 고향 종목 같아 조심 해야한다,저점장대양봉,100
2023-08-07,유진로봇,7000넘으면 다중봉 다중턱,저점장대양봉,31
2023-08-07,퀀타매트릭스,조금 무너지면 얼마나 좋을까 생각,저점장대양봉,15_b
2023-08-07,메디프론,조금 무너지면 얼마나 좋을까 생각,저점장대양봉,15_b
2023-08-07,KC코트웰,물려봐야 1500수준으로 내려오겠다,저점장대양봉,21
2023-08-07,에이치피오,"바닥을 높이며 돌고있는 상황이다, 음봉을 만들고 있지만 나름 좋다 생각",효자종목,10_a
2023-08-07,에스씨엔지니어링,분할매수 다 털고 조금 기다리면 원매수도 돌아오지 않을까 생각,효자종목,6_c
2023-08-07,대창,조심 해야한다,효자종목,100
2023-08-07,인지디스플레이,갭상승 장대음봉 뒤에 살짝 반등 하고있다,효자종목,11_c
2023-08-07,신데카바이오,저점을 높으면 올라가고 있으나 16000~17000 넘으면 조심해야한다,효자종목,31
2023-08-07,국일신동,초전도체 관련주가 급등락이 심해 조심 해야한다,효자종목,100
2023-08-07,이미지스,3500~3600넘으면 조심 해야한다,효자종목,31
2023-08-07,한글과컴퓨터,바닥에서 많이 떨어진 상황에서 분할매수 하신분들이 좋은 결과를 얻음,효자종목,25
2023-08-07,시큐젠,분할매수권으로 떨어졌다가 다시 반등을 하고있어 기회는 계속 될 가능성,효자종목,3_a
2023-08-07,메디프론,바닥에서 턴어라운드가 눈에 보인다,효자종목,10_b
2023-08-07,포커스에이치엔,저점장대양봉에 상한가라 분할매수가 많은 이익을 봄,효자종목,25
2023-08-07,부방,"슈팅이 나옴, 좋은 상황이다",효자종목,4_a
2023-08-07,비엘,분할매수가 좋은 성적,효자종목,25
2023-08-07,비츠로테크,"팍팍 내려옴, 2번 분할매수권에 들어와 한번은 다 털음",효자종목,25
2023-08-07,센코,분할매수가 좋은 결과,효자종목,25
2023-08-07,이노뎁,분할매수가 좋은 결과,효자종목,25
2023-08-07,솔트웨어,많은 먹또먹 선사,효자종목,9
2023-08-07,셀루메드,과감히 분할매수,효자종목,21
2023-08-07,한국유니온제약,분할매수,효자종목,21
2023-08-07,피피아이,"거의 바닥으로 내려옴, 빨간 벽돌이 하나 쌓이지 않을까 생각",효자종목,2_b
2023-08-07,룽투코리아,앞으로 우리에게 기회를 줄거라 생각,효자종목,1_c
2023-08-07,퀀타매트릭스,분할매수를 잘 해야한다,효자종목,21
2023-08-07,대정화금,체면을 세워준 상황이다,효자종목,100
2023-08-07,광무,10% 상승후 꼬리를 달고 내려왔으나 아직 크게 염려할때는 아니다,효자종목,6_b
2023-08-07,인지컨트롤스,비슷한 상황이다,효자종목,100
2023-08-07,차백신연구소,분할매수 한게 돌아왔다,효자종목,25
2023-08-07,효성오앤비,8000바닥 상황에서 분할매수가 기쁨을 줌,효자종목,25
2023-08-07,셀레믹스,거래량을 많지 않지만 큰 기쁨을 줬다,효자종목,25
2023-08-07,엘컴텍,거래량이 붙으면서 최고가를 19% 찍고있다,효자종목,100
2023-08-07,유니켐,크게 오르진 않았다,효자종목,100
2023-08-07,SG글로벌,분할매수가 이익을 냈다,효자종목,25
2023-08-07,피플바이오,분할매수가 이익을 냈다,효자종목,25
2023-08-07,아남전자,분할매수가 이익을 냈다,효자종목,25
2023-08-07,알로이스,분할매수가 이익을 냈다,효자종목,25
2023-08-07,알체라,고가놀이 상태에서 분할매수가 이익을 냈다,효자종목,25
2023-08-07,클라우드에어,작은 봉들이 몰려있는데 아주 기쁨 마음으로 분할매수 해야한다,효자종목,21
2023-08-07,극동유화,바닥을 점점 높이면서 올라오고 있다 아주 잘 뽑으셨다,사위일체,11_c
2023-08-07,광무,바닥을 치고 올라올때 먹또먹을 하는거다,사위일체,9
2023-08-04,덕성,긴꼬리 달고 내려옴,저점장대양봉,22
2023-08-04,파로스아이바이오,신규 상장주고 긴꼬리를 달고있다,저점장대양봉,22
2023-08-04,광무,계속 우리에게 먹또먹 선사,저점장대양봉,9
2023-08-04,남선알미늄,바닥에서 턴어라운드 혹시 물려도 살아남을 수 있다,저점장대양봉,21
2023-08-04,대호에이엘,과열종목으로 지정,저점장대양봉,100
2023-08-04,한국카본,다중봉 다중턱이 기다리고 있다,저점장대양봉,100
2023-08-04,이미지스,3500이상 가면 조심 해야한다,저점장대양봉,31
2023-08-04,와이랩,신규 상장주라 문제,저점장대양봉,26_z
2023-08-04,나노브릭,3000넘으면 조심 해야함,저점장대양봉,31
2023-08-04,인스코비,내려가도 너무 많이 내려갔지만 다시 돌고있다,저점장대양봉,10_a
2023-08-04,팜젠사이언스,음봉을 만들었지만 기회는 계속 될거 같다 생각함,효자종목,1_d
2023-08-04,코웰패션,"혹시라도 지지가 무너지면 3000~2000까지 가지 않을까 생각, 다른건 다 좋음",효자종목,100
2023-08-04,나노엔텍,갭상승 장대음봉 이지만 거래량이 별로 없음,효자종목,100
2023-08-04,웰크론,"600일 최대 거래량, 조금 기다리면 원매수도 다 정리할 기회가 있다",효자종목,6_c
2023-08-04,진원생명과학,살짝 눌리고 있으나 기회는 계속,효자종목,1_d
2023-08-04,이미지스,"계속 먹또먹을 함, 고점으로 올라갈수록 조심 해야한다",효자종목,31
2023-08-04,나노브릭,3200~3300 넘으면 경계를 해야함,효자종목,31
2023-08-04,압타머사이언스,바닥에서 돌고있음,효자종목,10_a
2023-08-04,솔트웨어,계속해서 먹또먹 대잔치를 하며 보여주고 있다,효자종목,9
2023-08-04,수젠텍,기회는 계속,효자종목,1_d
2023-08-04,스맥,스멀 스멀 올라오고 있다,효자종목,11_c
2023-08-04,신풍제약,고가놀이 수준이다,효자종목,8
2023-08-04,남선알미늄,판바닥을 찍고 올라오는 수준이다,효자종목,11_c
2023-08-04,남성,분할매수 하신분들이 큰 보상을 받았다,효자종목,25
2023-08-04,대호에이엘,과열 종목으로 지정,효자종목,100
2023-08-04,비상교육,다시 돌아오지 않을까 생각,효자종목,12_b
2023-08-04,와이즈버즈,다시 상승해서 너무 좋다,효자종목,12_b
2023-08-04,우리이엔엘,분할매수 좋은 결과,효자종목,25
2023-08-04,캠시스,다시 올라오는 수준이다,효자종목,12_b
2023-08-04,태평양물산,다시 돌고있다,효자종목,10_a
2023-08-04,광무,"바닥에서 세력이 들어옴, 죽지않고 계속해서 먹또먹을 여러번 주고있다.",효자종목,9
2023-08-04,국전약품,기회를 너무 쉽게 주는거 같다,효자종목,1_z
2023-08-04,일동홀딩스,조정을 받고 있으나 기회를 주는거 같음,효자종목,1_z
2023-08-04,서원,마이너스로 반전을함,효자종목,100
2023-08-04,덕성,긴꼬리 달고 내려옴,효자종목,22
2023-08-04,파워로직스,더 하락세를 키움,효자종목,100
2023-08-04,고려제강,더 하락세를 키움,효자종목,100
2023-08-04,신성델타테크,더 하락세를 키움,효자종목,100
2023-08-04,국일신동,살아나는거 같더니 다시 내려옴,효자종목,100
2023-08-04,대창,살아나는거 같더니 다시 내려옴,효자종목,100
2023-08-04,라온시큐어,앞으로 우리에게 좋은 먹또먹을 많이 선사해줄 종목일까 생각,사위일체,9
2023-08-04,국전약품,"쌍바닥을 찍고 올라오고있다 살짝 눌렸어도 파란 벽돌이 찍히지 않음, 관심종목에 넣고 살피는게 좋음",사위일체,24
2023-08-04,CMG제약,"살짝 눌리고 있지만 바닥에서 돌고있다, 관심종목에 넣고 살피는게 좋음",사위일체,24
2023-08-03,국일신동,좀 무너졌음 하는 생각,저점장대양봉,15_b
2023-08-03,서원,무너질듯 무너질듯 잘 안무너짐,저점장대양봉,7
2023-08-03,나노브릭,제발좀 무녀졌으면 하는 생각,저점장대양봉,15_b
2023-08-03,덕성,끝에 어떻게 될지 지켜봐야 한다,저점장대양봉,29
2023-08-03,신풍제약,"고가 놀이중, 우리에게 선물을 주고있따",저점장대양봉,8
2023-08-03,진원생명과학,계속 바닥에서 돌고 있다,저점장대양봉,10_a
2023-08-03,CMG제약,기회는 2500 돌파하면서 계속 될거 같다,저점장대양봉,1_d
2023-08-03,국전약품,눌렸다 또 우리에게 먹또먹을 줘 너무 반갑다,저점장대양봉,9
2023-08-03,바이오노트,"신규상장주, 거래량이 붙으면서 올라오고 있다",저점장대양봉,26_z
2023-08-03,SK바이오사이언스,"물리신 분들이 엄청 많음, 빨리 날라갔음 좋겠다 생각",저점장대양봉,14
2023-08-03,원풍,우리에게 나름 좋은 성적을 주고있다,저점장대양봉,25
2023-08-03,퓨쳐켐,"이제는 보내줘야 함, 12000을 넘으면 다중봉 다중턱",저점장대양봉,31
2023-08-03,조선내화,"신규 상장주, 고점 긴꼬리",저점장대양봉,26_z
2023-08-03,바이오플러스,8000넘으면 떨어지는 성격이라 조심 해야함,저점장대양봉,100
2023-08-03,랩지노믹스,다중봉 다중턱이 많이 기다리고 있다,저점장대양봉,100
2023-08-03,일동제약,22500 이정도 까지 올라가면 신경을 써야함,저점장대양봉,31
2023-08-03,맥아이씨에스,분할매수의 승리다,효자종목,25
2023-08-03,랩지노믹스,10000이상 가면 다중봉 다중턱 기다려 조심해야함,효자종목,100
2023-08-03,아모텍,조금 경계를 해야함,효자종목,100
2023-08-03,씨젠,"무거운 종목이다, 다시 돌고있다",효자종목,10_a
2023-08-03,일동홀딩스,"다시 슈팅이 나옴, 앞폭탄 수준의 까지는 아니지만 15000넘으면 살짝 경계를 해야함",효자종목,31
2023-08-03,서원,"원매수까지 완전히 털음, 들락 날락 하고있다",효자종목,25
2023-08-03,광명전기,나왔다 음봉으로 떨어져 기회가 계속 될거 같다,효자종목,1_d
2023-08-03,덕성,무너졌으면 얼마나 좋을까 생각,효자종목,15_b
2023-08-03,에스맥,분할매수의 승리다,효자종목,25
2023-08-03,오텍,계속해서 긴 장대 양봉을 만들어 선물을 줄거다,효자종목,1_c
2023-08-03,에스디바이오센서,앞으로도 기회를 줄수 있을거 같다,효자종목,1_c
2023-08-03,나노브릭,상한가를 가 너무 기쁜 마음이다,효자종목,16
2023-08-03,차백신연구소,분할매수의 승리다,효자종목,25
2023-08-03,티플랙스,분할매수의 승리다,효자종목,25
2023-08-03,상보,바닥을 치고 다시 돌았다 많은 기쁨음 줬다,효자종목,25
2023-08-03,쌍용E&C,"분할매수의 승리다, 턴어라운드 해서 들어간분들 많은 이익을 봤다",효자종목,25
2023-08-03,비츠로테크,긴꼬리를 달았지만 앞으로 기회를 줄거 같다,효자종목,1_z
2023-08-03,대창,"저점 도지 형태다, 우리에게 큰 힘을 준다",효자종목,8
2023-08-03,와이엔텍,"다시 슈팅이 나옴, 기회가 계속 될거 같다",효자종목,1_d
2023-08-03,옵티시스,장대양봉 보고 들어가신 분들이 익절,효자종목,25
2023-08-03,CMG제약,다시 돌고있다,효자종목,10_a
2023-08-03,바이오스마트,다시 돌고있다,효자종목,10_a
2023-08-03,웰크론한텍,분할매수의 승리다,효자종목,25
2023-08-03,수젠텍,새로운 세력이 끌어 올리고 있다,효자종목,100
2023-08-03,백금 T&A,분할매수의 승리다,효자종목,25
2023-08-03,보령,많이 돌고있다,효자종목,10_a
2023-08-03,국전약품,먹또먹을 선사,효자종목,9
2023-08-03,라온시큐어,갑지기 또 뜨고있음,효자종목,12_b
2023-08-03,피씨엘,바닥에서 고가놀이,효자종목,8
2023-08-03,홈캐스트,슈팅이 나옴,효자종목,25
2023-08-03,국일신동,600일 최대 거래량 이면서 연속해서 슈팅이 나옴,사위일체,25
2023-08-03,대정화금,"슈팅이 나옴, 0.4% 눌리고 있으며 너무나 아름다움, 계속해서 먹또먹을 줄거다 생각",사위일체,9
2023-08-02,모비스,무너지지 않아서 참 안타깝다,저점장대양봉,7
2023-08-02,덕성,무너지지 않으려 함,저점장대양봉,7
2023-08-02,파워로직스,41만주가 버티고있다,저점장대양봉,7
2023-08-02,서원,안무너지고 버티고 있다,저점장대양봉,7
2023-08-02,상보,물려도 1500~1600수준이다,저점장대양봉,21
2023-08-02,비츠로테크,5000이 판바닥이다 한번 방등을 하면 10000을 넘어 11000까지 올라가는 성질이 있다,저점장대양봉,1_b
2023-08-02,광명전기,먹또먹을 선사 하지 않을까 생각,저점장대양봉,9
2023-08-02,신라섬유,계속 먹또먹 선사,저점장대양봉,9
2023-08-02,위메이드,많이 내려왔지만 물린사람이 너무 많다,저점장대양봉,100
2023-08-02,남선알미늄,물려도 내려가는 선이 2000까지다,저점장대양봉,21
2023-08-02,내츄럴엔도텍,역사적 신저가를 쓰고 바닥에서 돌고있음,저점장대양봉,10_a
2023-08-02,우리넷,원매수까지 털 기회를 봐야한다,저점장대양봉,1_z
2023-08-02,교려제강,"올라오면 다중봉 다중턱, 30000넘으면 많은 형님들이 기다리고 있음",저점장대양봉,31
2023-08-02,원익피앤이,12000을 넘으면 다중봉 다중턱,저점장대양봉,31
2023-08-02,벽산,횡폭이 나오면서 거래량이 붙고있다,저점장대양봉,23
2023-08-02,컬러레이,분할매수 하신분들이 먹또먹 계속 하고있다,효자종목,9
2023-08-02,라이프시멘,살짝 돌고있음,효자종목,10_a
2023-08-02,서남,"완전히 털음, 서남을 잊어야함",효자종목,100
2023-08-02,비아트론,"슈팅이 나옴, 이제부터 살짝 조심 해야함",효자종목,100
2023-08-02,압타바이오,살짝 눌렸지만 우리에게 희망을 줌,효자종목,25
2023-08-02,원익피앤이,"도는거 보고 들어간 분들이 좋은 성적, 12000넘으면 다중봉 다중턱",효자종목,31
2023-08-02,에이프로젠H&G,워낙 많이 떨어진 상황에서 조정을 받고 있다,효자종목,18
2023-08-02,티플렉스,분할매수 승리에 이어서 또 다시 올라와 좋은 소식을 줄거 같다,효자종목,4_a
2023-08-02,대호에이엘,앞으로 기회는 계속,효자종목,1_d
2023-08-02,웨이버스,계속해서 먹또먹 선사 기대,효자종목,9
2023-08-02,우리넷,원매수도 털수 있지 않을까 생각,효자종목,1_c
2023-08-02,와이즈버즈,바닥에서 턴어라운드 보고 들어가분들이 좋은 성적,효자종목,25
2023-08-02,대창,"세력이 도지를 만드려함, 이또한 1750 돌파 하면서 갈 기회 노림",효자종목,8
2023-08-02,LS전선아시아,역사적 신고가와 싸워야함,효자종목,100
2023-08-02,서원,분할매수 하신분들이 좋은 결과,효자종목,25
2023-08-02,한글과컴퓨터,공포를 이기고 분할매수 하신분들이 좋은 결과,효자종목,25
2023-08-02,비츠로테크,역시 분할매수가 최고다,효자종목,25
2023-08-02,우리기술,계속 물렸는데 2차3차까지 분할매수 한거 같다,효자종목,21
2023-08-02,신성이엔지,점차 올라오고 있다,효자종목,12_b
2023-08-02,상신브레이크,먹또먹 선사,효자종목,9
2023-08-02,신라섬유,먹또먹 선사,효자종목,9
2023-08-02,벽산,"쌍바닥을 딛고 올라오고 있음, 저점을 돌파해 앞으로 기대됨",효자종목,4_a
2023-08-02,이수앱지스,먹또먹 선사,효자종목,9
2023-08-02,이엠코리아,"분할매수, 돌때 진입한분들이 좋은 성적",효자종목,25
2023-08-02,인지디스플레이,분할매수 다털고 원매수도 얼마 안남음,효자종목,2_z
2023-08-02,지어소프트,분할매수 좋은 성적,효자종목,25
2023-08-02,피엔씨테크,분할매수 좋은 성적,효자종목,25
2023-08-02,동양에스텍,계속 먹또먹 선사,효자종목,9
2023-08-02,모비스,이제는 종목 잊어야함,효자종목,100
2023-08-02,덕성,이제 시작이다,효자종목,4_b
2023-08-02,국일신동,음봉을 만들고 있어 먹또먹 선사,효자종목,9
2023-08-02,대우건설,이제 가지않을까 생각,효자종목,1_c
2023-08-02,앱코,바닥에서 다시 돌고있다,효자종목,10_a
2023-08-02,에이프로젠,당분간은 우리에게 좋은소식을 많이 줄거같음,효자종목,1_d
2023-08-02,대한전선,다시 거래량을 동반하며 돌고있다,효자종목,10_a
2023-08-02,대원전선,다시 치고있고 앞으로 더 치고 올라올 가능성이 더 많다,효자종목,3_b
2023-08-02,CMG제약,장대양봉이 나와 나름 돌파 하려했으나 이또한 좋다.,사위일체,2_b
2023-08-02,서부T&D,"살짝 눌림, 전반적인 흐름이로 10%정도 더 내려가면 좋겠다 생각.",사위일체,14
2023-08-01,카카오뱅크,"카카오,네이버가 뜨니까 같이 뜨고 있는데 제발 빨리 갔으면 좋겠다",저점장대양봉,14
2023-08-01,CMG제약,바이오주가 돌면 이 종목도 더 올라갈까 생각함.,저점장대양봉,100
2023-08-01,이미지스,신규 진입을 하려면 3500이상에서 딩동 돌파법을 구사하는게 더 좋지 않을까 생각.,저점장대양봉,27
2023-08-01,서부티엔디,무거운 종목이다,저점장대양봉,100
2023-08-01,아프리카TV,다시 반등을 하지만 이또한 살짝 무거운 종목이다 실제로 100.000 넘기가 쉽지 않다,저점장대양봉,100
2023-08-01,LB세미콘,"9000돌파 쉽지 않다, 딩동 돌파법이 답이다",저점장대양봉,27
2023-08-01,두산,횡폭이 일어나면서 120.000 돌파 해바야 다중봉 다중턱이 기다림,저점장대양봉,31
2023-08-01,NAVER,"돌파가 일어남, 무거운 종목이라 수익성과 회전성이 떨어짐",저점장대양봉,100
2023-08-01,이스트소프트,1700넘으면 다중봉 다중턱 기다림.,저점장대양봉,31
2023-08-01,마음AI,"신규 상장주라 30000넘으면 다중복 다중턱이기 ??문에 얼마 안올라 갔지만 조심 해야한다, 뒤폭탄일 가능성 있다",저점장대양봉,31
2023-08-01,유비온,"1500만 내려오면 다시 올라감, 이또한 1500까지 다시 내려오도록 기다리는게 정석.",저점장대양봉,100
2023-08-01,퓨쳐켐,"우리에게 먹또먹 선사, 한두번 기회 올거같음",저점장대양봉,1_a
2023-08-01,프로이천,"앞으로도 기회는 계속 될거같다, 작년 1월달에 1개 턱이 있는데 거래량이 훌쩍 뛰어넘고 오랜기만 횡보를 했기때문에 돌파할 가능성이 더 많은거 같다. 계속 눈여겨 봐야한다.",효자종목,3_b
2023-08-01,삼성에스디에스,"무거운 종목이다, 눌리면서 잘 하셨다.",효자종목,100
2023-08-01,딥노이드,긴꼬리를 달고있어 조심 해야한다,효자종목,100
2023-08-01,진원생명과학,너무 많이 떨어져 앞으로 우리에게 이익을 줄거같다,효자종목,30
2023-08-01,한글과컴퓨터,눌렸다가 다시 올라와서 우리에게 많은 즐거움을 줌,효자종목,25
2023-08-01,웨이버스,계속해서 우리에게 즐거움을 주고있다,효자종목,25
2023-08-01,젠큐릭스,"상한가 뒤에 거래량이 엄청남, 세력의 평단가가 상당히 높아짐.",효자종목,5
2023-08-01,FDGC,분할매수의 승리다,효자종목,25
2023-08-01,퓨쳐켐,"여러번 먹또먹을 선사하고 횡폭을 함, 한두번 더 기회가 있을수 있음",효자종목,1_a
2023-08-01,바이온,우리에게 많은 즐거움을 주고있다.,효자종목,25
2023-08-01,덕성,눌리지도 않고 갔다,효자종목,25
2023-08-01,광무,바닥에서 도는 턴어라운드가 최고다,효자종목,10_b
2023-08-01,라파스,우리에게 여러번 먹또먹 선사,효자종목,9
2023-08-01,CMG제약,눌렸다가 분할매수가 도움,효자종목,21
2023-08-01,에이프로젠,분할내수가 도움,효자종목,21
2023-08-01,NE능률,분할매수가 좋음,효자종목,21
2023-08-01,광명전기,분할매수가 좋음,효자종목,21
2023-08-01,라이트론,바로 슈팅이 나옴,효자종목,25
2023-08-01,대호에이엘,아주 좋다,효자종목,4_a
2023-08-01,엑셈,말 하자마자 슈팅이 나옴,효자종목,25
2023-08-01,이화공영,눌림에서 분할매수,효자종목,21
2023-08-01,테라젠이텍스,분할매수,효자종목,21
2023-08-01,국전약품,계속 먹또먹 선사하고 있음,효자종목,9
2023-08-01,한국비엔씨,눌림을 잘 활용했다,효자종목,100
2023-08-01,솔트웨어,많은 먹또먹을 주었다 그랬다가 눌리면서 올라오면서 또 먹또먹을 줬다,효자종목,9
2023-08-01,이글벳,눌리면서 분할매수,효자종목,21
2023-08-01,녹십자엠에스,분할매수,효자종목,21
2023-08-01,본느,우리에게 선물을 선사하고 있다,효자종목,25
2023-08-01,피플바이오,눌리면서 분할매수,효자종목,21
2023-08-01,모비스,"슈팅이 나옴, 기회는 계속 나올거 같다",효자종목,1_d
2023-08-01,이미지스,슈팅이 나옴,효자종목,25
2023-08-01,대우건설,분할매수 하신분들이 굉장히 좋은 성적을 거두고 있다,효자종목,25
2023-08-01,현대약품,분할매수 신규 진입이 좋은 결과,효자종목,25
2023-08-01,한검워드,분할매수,효자종목,21
2023-08-01,알로이스,분할매수,효자종목,21
2023-08-01,대호에이엘,"어제 이어서 오늘도 15% 올라감, 작년11월에 진입한 분들 먹또먹 기회를 줌, 다시 진입해서 큰 손실이 없을거 같다, 계속 잘 가고있다",사위일체,9
2023-08-01,와이엔텍,횡폭이 일어남 살짝 눌렸지만 이또한 굉장히 우리에게 계속 기회를 줄수 있다.,사위일체,1_d
2023-07-31,SFA반도체,"5000에서 6000사이에서 횡보를함, 딩동 돌파법을 써먹어야함",저점장대양봉,27
2023-07-31,후성,12000 안깨려고 상당히 노력중이다,저점장대양봉,100
2023-07-31,제이스코홀딩스,분할매수로 대응을 하면 아주 딱이다,저점장대양봉,21
